user_id,signup_date,created_first_task,completed_first_task,invited_teammate
U01058,2024-12-21,TRUE,TRUE,TRUE
U05621,2024-12-21,TRUE,FALSE,FALSE
U09005,2024-11-16,FALSE,FALSE,FALSE
U04303,2024-10-22,TRUE,FALSE,FALSE
U00052,2024-12-12,TRUE,TRUE,TRUE
U05494,2024-11-02,TRUE,FALSE,FALSE
U08782,2024-10-13,FALSE,FALSE,FALSE
U05732,2024-11-17,TRUE,FALSE,FALSE
U00078,2024-12-05,TRUE,TRUE,TRUE
U09567,2024-11-28,FALSE,FALSE,FALSE
U07147,2024-10-04,TRUE,FALSE,FALSE
U07486,2024-11-22,FALSE,FALSE,FALSE
U01304,2024-10-29,TRUE,TRUE,TRUE
U09018,2024-11-06,FALSE,FALSE,FALSE
U03535,2024-11-09,TRUE,FALSE,FALSE
U04643,2024-11-05,TRUE,FALSE,FALSE
U08568,2024-11-07,FALSE,FALSE,FALSE
U03756,2024-10-04,TRUE,FALSE,FALSE
U05643,2024-10-25,TRUE,FALSE,FALSE
U02113,2024-12-24,TRUE,TRUE,FALSE
U03982,2024-12-14,TRUE,FALSE,FALSE
U05028,2024-11-02,TRUE,FALSE,FALSE
U00730,2024-11-07,TRUE,TRUE,TRUE
U04142,2024-11-08,TRUE,FALSE,FALSE
U09534,2024-10-18,FALSE,FALSE,FALSE
U06501,2024-10-12,TRUE,FALSE,FALSE
U03063,2024-11-10,TRUE,FALSE,FALSE
U07206,2024-10-16,FALSE,FALSE,FALSE
U04852,2024-11-30,TRUE,FALSE,FALSE
U08238,2024-10-24,FALSE,FALSE,FALSE
U01269,2024-11-25,TRUE,TRUE,TRUE
U05541,2024-12-27,TRUE,FALSE,FALSE
U07117,2024-10-16,TRUE,FALSE,FALSE
U07918,2024-12-11,FALSE,FALSE,FALSE
U09008,2024-11-15,FALSE,FALSE,FALSE
U00477,2024-10-11,TRUE,TRUE,TRUE
U02827,2024-11-25,TRUE,TRUE,FALSE
U09250,2024-11-10,FALSE,FALSE,FALSE
U08411,2024-10-07,FALSE,FALSE,FALSE
U02205,2024-10-11,TRUE,TRUE,FALSE
U07118,2024-10-03,TRUE,FALSE,FALSE
U05707,2024-11-04,TRUE,FALSE,FALSE
U06736,2024-12-02,TRUE,FALSE,FALSE
U09003,2024-11-09,FALSE,FALSE,FALSE
U00340,2024-12-16,TRUE,TRUE,TRUE
U05544,2024-10-06,TRUE,FALSE,FALSE
U06570,2024-10-19,TRUE,FALSE,FALSE
U09346,2024-11-11,FALSE,FALSE,FALSE
U01384,2024-10-09,TRUE,TRUE,TRUE
U08412,2024-10-24,FALSE,FALSE,FALSE
U09229,2024-10-31,FALSE,FALSE,FALSE
U09055,2024-10-18,FALSE,FALSE,FALSE
U04246,2024-10-23,TRUE,FALSE,FALSE
U00836,2024-12-13,TRUE,TRUE,TRUE
U01610,2024-10-24,TRUE,TRUE,FALSE
U03682,2024-10-18,TRUE,FALSE,FALSE
U09944,2024-11-27,FALSE,FALSE,FALSE
U04866,2024-10-05,TRUE,FALSE,FALSE
U05917,2024-10-31,TRUE,FALSE,FALSE
U00698,2024-11-01,TRUE,TRUE,TRUE
U02733,2024-10-13,TRUE,TRUE,FALSE
U06578,2024-10-06,TRUE,FALSE,FALSE
U03672,2024-10-22,TRUE,FALSE,FALSE
U07455,2024-11-21,FALSE,FALSE,FALSE
U07562,2024-10-17,FALSE,FALSE,FALSE
U06050,2024-12-26,TRUE,FALSE,FALSE
U09575,2024-11-03,FALSE,FALSE,FALSE
U07875,2024-12-28,FALSE,FALSE,FALSE
U08961,2024-11-10,FALSE,FALSE,FALSE
U03205,2024-11-06,TRUE,FALSE,FALSE
U02996,2024-11-04,TRUE,FALSE,FALSE
U01241,2024-11-10,TRUE,TRUE,TRUE
U09965,2024-12-24,FALSE,FALSE,FALSE
U08767,2024-11-06,FALSE,FALSE,FALSE
U06864,2024-11-11,TRUE,FALSE,FALSE
U00151,2024-12-07,TRUE,TRUE,TRUE
U04228,2024-11-26,TRUE,FALSE,FALSE
U00227,2024-12-12,TRUE,TRUE,TRUE
U09053,2024-12-09,FALSE,FALSE,FALSE
U01022,2024-12-03,TRUE,TRUE,TRUE
U06831,2024-11-14,TRUE,FALSE,FALSE
U07657,2024-12-17,FALSE,FALSE,FALSE
U05188,2024-10-12,TRUE,FALSE,FALSE
U04594,2024-10-18,TRUE,FALSE,FALSE
U01879,2024-10-22,TRUE,TRUE,FALSE
U07410,2024-11-08,FALSE,FALSE,FALSE
U00289,2024-10-01,TRUE,TRUE,TRUE
U06221,2024-12-19,TRUE,FALSE,FALSE
U07569,2024-10-19,FALSE,FALSE,FALSE
U06626,2024-10-25,TRUE,FALSE,FALSE
U08781,2024-11-23,FALSE,FALSE,FALSE
U03474,2024-10-09,TRUE,FALSE,FALSE
U00729,2024-10-15,TRUE,TRUE,TRUE
U02670,2024-10-18,TRUE,TRUE,FALSE
U09873,2024-10-12,FALSE,FALSE,FALSE
U09095,2024-12-04,FALSE,FALSE,FALSE
U02304,2024-10-01,TRUE,TRUE,FALSE
U05269,2024-11-06,TRUE,FALSE,FALSE
U01303,2024-12-26,TRUE,TRUE,TRUE
U09178,2024-12-20,FALSE,FALSE,FALSE
U07681,2024-11-19,FALSE,FALSE,FALSE
U01803,2024-11-06,TRUE,TRUE,FALSE
U05903,2024-10-07,TRUE,FALSE,FALSE
U09610,2024-11-29,FALSE,FALSE,FALSE
U01130,2024-12-20,TRUE,TRUE,TRUE
U08428,2024-10-24,FALSE,FALSE,FALSE
U01473,2024-10-03,TRUE,TRUE,FALSE
U03154,2024-10-23,TRUE,FALSE,FALSE
U01488,2024-10-07,TRUE,TRUE,FALSE
U01556,2024-12-25,TRUE,TRUE,FALSE
U04581,2024-10-04,TRUE,FALSE,FALSE
U03556,2024-10-01,TRUE,FALSE,FALSE
U04642,2024-11-28,TRUE,FALSE,FALSE
U01953,2024-12-29,TRUE,TRUE,FALSE
U03067,2024-10-20,TRUE,FALSE,FALSE
U08695,2024-12-23,FALSE,FALSE,FALSE
U00950,2024-12-29,TRUE,TRUE,TRUE
U02576,2024-11-25,TRUE,TRUE,FALSE
U05813,2024-12-23,TRUE,FALSE,FALSE
U06834,2024-12-21,TRUE,FALSE,FALSE
U01170,2024-11-26,TRUE,TRUE,TRUE
U04772,2024-11-12,TRUE,FALSE,FALSE
U03419,2024-12-29,TRUE,FALSE,FALSE
U03410,2024-12-06,TRUE,FALSE,FALSE
U04153,2024-12-19,TRUE,FALSE,FALSE
U04230,2024-10-28,TRUE,FALSE,FALSE
U03402,2024-12-07,TRUE,FALSE,FALSE
U04513,2024-12-04,TRUE,FALSE,FALSE
U00229,2024-11-11,TRUE,TRUE,TRUE
U03126,2024-11-03,TRUE,FALSE,FALSE
U01399,2024-12-28,TRUE,TRUE,TRUE
U08209,2024-10-11,FALSE,FALSE,FALSE
U06194,2024-11-01,TRUE,FALSE,FALSE
U03222,2024-12-12,TRUE,FALSE,FALSE
U02496,2024-11-09,TRUE,TRUE,FALSE
U05406,2024-12-29,TRUE,FALSE,FALSE
U02675,2024-10-02,TRUE,TRUE,FALSE
U09624,2024-12-01,FALSE,FALSE,FALSE
U06481,2024-10-21,TRUE,FALSE,FALSE
U06867,2024-11-01,TRUE,FALSE,FALSE
U03392,2024-10-17,TRUE,FALSE,FALSE
U09276,2024-12-10,FALSE,FALSE,FALSE
U07752,2024-10-10,FALSE,FALSE,FALSE
U02921,2024-12-12,TRUE,FALSE,FALSE
U05593,2024-12-09,TRUE,FALSE,FALSE
U01937,2024-11-20,TRUE,TRUE,FALSE
U03139,2024-10-09,TRUE,FALSE,FALSE
U04281,2024-11-27,TRUE,FALSE,FALSE
U00207,2024-12-27,TRUE,TRUE,TRUE
U04024,2024-10-11,TRUE,FALSE,FALSE
U05682,2024-10-18,TRUE,FALSE,FALSE
U07910,2024-11-28,FALSE,FALSE,FALSE
U06424,2024-10-03,TRUE,FALSE,FALSE
U08452,2024-12-22,FALSE,FALSE,FALSE
U06506,2024-10-23,TRUE,FALSE,FALSE
U02071,2024-12-18,TRUE,TRUE,FALSE
U03731,2024-10-08,TRUE,FALSE,FALSE
U08904,2024-11-03,FALSE,FALSE,FALSE
U06976,2024-11-17,TRUE,FALSE,FALSE
U08205,2024-10-12,FALSE,FALSE,FALSE
U07293,2024-11-07,FALSE,FALSE,FALSE
U01337,2024-10-12,TRUE,TRUE,TRUE
U03833,2024-11-23,TRUE,FALSE,FALSE
U02852,2024-12-25,TRUE,TRUE,FALSE
U06905,2024-12-26,TRUE,FALSE,FALSE
U08294,2024-12-08,FALSE,FALSE,FALSE
U01909,2024-10-06,TRUE,TRUE,FALSE
U09371,2024-12-08,FALSE,FALSE,FALSE
U06860,2024-11-22,TRUE,FALSE,FALSE
U02341,2024-12-21,TRUE,TRUE,FALSE
U04653,2024-11-20,TRUE,FALSE,FALSE
U07721,2024-12-25,FALSE,FALSE,FALSE
U03758,2024-12-10,TRUE,FALSE,FALSE
U04428,2024-10-29,TRUE,FALSE,FALSE
U01973,2024-10-30,TRUE,TRUE,FALSE
U01797,2024-12-17,TRUE,TRUE,FALSE
U04461,2024-11-13,TRUE,FALSE,FALSE
U09294,2024-11-03,FALSE,FALSE,FALSE
U08919,2024-10-17,FALSE,FALSE,FALSE
U05101,2024-11-12,TRUE,FALSE,FALSE
U01493,2024-11-04,TRUE,TRUE,FALSE
U04783,2024-11-03,TRUE,FALSE,FALSE
U06945,2024-11-09,TRUE,FALSE,FALSE
U09866,2024-12-03,FALSE,FALSE,FALSE
U08679,2024-10-20,FALSE,FALSE,FALSE
U00042,2024-10-02,TRUE,TRUE,TRUE
U08299,2024-12-01,FALSE,FALSE,FALSE
U09670,2024-12-11,FALSE,FALSE,FALSE
U03278,2024-12-11,TRUE,FALSE,FALSE
U03358,2024-11-15,TRUE,FALSE,FALSE
U04724,2024-12-26,TRUE,FALSE,FALSE
U02275,2024-11-15,TRUE,TRUE,FALSE
U05932,2024-10-06,TRUE,FALSE,FALSE
U06375,2024-12-28,TRUE,FALSE,FALSE
U02554,2024-11-20,TRUE,TRUE,FALSE
U06791,2024-12-17,TRUE,FALSE,FALSE
U07968,2024-12-12,FALSE,FALSE,FALSE
U09413,2024-10-28,FALSE,FALSE,FALSE
U09778,2024-10-12,FALSE,FALSE,FALSE
U02018,2024-10-06,TRUE,TRUE,FALSE
U08531,2024-12-02,FALSE,FALSE,FALSE
U05591,2024-10-08,TRUE,FALSE,FALSE
U03575,2024-11-21,TRUE,FALSE,FALSE
U02971,2024-10-01,TRUE,FALSE,FALSE
U09735,2024-11-23,FALSE,FALSE,FALSE
U00944,2024-10-31,TRUE,TRUE,TRUE
U08496,2024-10-20,FALSE,FALSE,FALSE
U09212,2024-10-14,FALSE,FALSE,FALSE
U05176,2024-10-26,TRUE,FALSE,FALSE
U03704,2024-10-28,TRUE,FALSE,FALSE
U00594,2024-12-14,TRUE,TRUE,TRUE
U00676,2024-10-07,TRUE,TRUE,TRUE
U03553,2024-10-29,TRUE,FALSE,FALSE
U05647,2024-11-27,TRUE,FALSE,FALSE
U03155,2024-12-11,TRUE,FALSE,FALSE
U04537,2024-10-16,TRUE,FALSE,FALSE
U01172,2024-10-04,TRUE,TRUE,TRUE
U03968,2024-12-04,TRUE,FALSE,FALSE
U06550,2024-10-08,TRUE,FALSE,FALSE
U04309,2024-10-20,TRUE,FALSE,FALSE
U06803,2024-11-11,TRUE,FALSE,FALSE
U03019,2024-11-29,TRUE,FALSE,FALSE
U02175,2024-10-25,TRUE,TRUE,FALSE
U00876,2024-10-30,TRUE,TRUE,TRUE
U07145,2024-10-22,TRUE,FALSE,FALSE
U06520,2024-12-01,TRUE,FALSE,FALSE
U03815,2024-12-26,TRUE,FALSE,FALSE
U05549,2024-11-19,TRUE,FALSE,FALSE
U06369,2024-11-02,TRUE,FALSE,FALSE
U02369,2024-12-04,TRUE,TRUE,FALSE
U09247,2024-12-10,FALSE,FALSE,FALSE
U01041,2024-11-02,TRUE,TRUE,TRUE
U06129,2024-11-14,TRUE,FALSE,FALSE
U07030,2024-11-25,TRUE,FALSE,FALSE
U09372,2024-11-15,FALSE,FALSE,FALSE
U06605,2024-10-08,TRUE,FALSE,FALSE
U06477,2024-11-02,TRUE,FALSE,FALSE
U06859,2024-10-16,TRUE,FALSE,FALSE
U06311,2024-12-10,TRUE,FALSE,FALSE
U06884,2024-11-25,TRUE,FALSE,FALSE
U09813,2024-12-18,FALSE,FALSE,FALSE
U08124,2024-10-16,FALSE,FALSE,FALSE
U08355,2024-12-28,FALSE,FALSE,FALSE
U07473,2024-10-24,FALSE,FALSE,FALSE
U03303,2024-10-01,TRUE,FALSE,FALSE
U02677,2024-11-12,TRUE,TRUE,FALSE
U02842,2024-10-02,TRUE,TRUE,FALSE
U05029,2024-10-25,TRUE,FALSE,FALSE
U00642,2024-11-06,TRUE,TRUE,TRUE
U04404,2024-10-13,TRUE,FALSE,FALSE
U04019,2024-12-14,TRUE,FALSE,FALSE
U09802,2024-12-03,FALSE,FALSE,FALSE
U04861,2024-11-01,TRUE,FALSE,FALSE
U05002,2024-12-14,TRUE,FALSE,FALSE
U08649,2024-11-11,FALSE,FALSE,FALSE
U08739,2024-10-08,FALSE,FALSE,FALSE
U09042,2024-11-20,FALSE,FALSE,FALSE
U03753,2024-12-08,TRUE,FALSE,FALSE
U00435,2024-11-18,TRUE,TRUE,TRUE
U09233,2024-11-19,FALSE,FALSE,FALSE
U06542,2024-10-13,TRUE,FALSE,FALSE
U00160,2024-12-15,TRUE,TRUE,TRUE
U03659,2024-12-08,TRUE,FALSE,FALSE
U03554,2024-10-13,TRUE,FALSE,FALSE
U09193,2024-12-14,FALSE,FALSE,FALSE
U02425,2024-11-13,TRUE,TRUE,FALSE
U04232,2024-10-31,TRUE,FALSE,FALSE
U01042,2024-10-06,TRUE,TRUE,TRUE
U01386,2024-10-05,TRUE,TRUE,TRUE
U06373,2024-11-23,TRUE,FALSE,FALSE
U06077,2024-11-20,TRUE,FALSE,FALSE
U07292,2024-10-27,FALSE,FALSE,FALSE
U06075,2024-10-09,TRUE,FALSE,FALSE
U03710,2024-10-04,TRUE,FALSE,FALSE
U00006,2024-10-02,TRUE,TRUE,TRUE
U03570,2024-12-07,TRUE,FALSE,FALSE
U00405,2024-12-12,TRUE,TRUE,TRUE
U04634,2024-11-15,TRUE,FALSE,FALSE
U09834,2024-11-06,FALSE,FALSE,FALSE
U00657,2024-12-16,TRUE,TRUE,TRUE
U07061,2024-12-01,TRUE,FALSE,FALSE
U00123,2024-10-19,TRUE,TRUE,TRUE
U09684,2024-12-02,FALSE,FALSE,FALSE
U02085,2024-12-18,TRUE,TRUE,FALSE
U05370,2024-11-16,TRUE,FALSE,FALSE
U08304,2024-11-10,FALSE,FALSE,FALSE
U05041,2024-10-06,TRUE,FALSE,FALSE
U08814,2024-12-23,FALSE,FALSE,FALSE
U00549,2024-11-05,TRUE,TRUE,TRUE
U00678,2024-11-12,TRUE,TRUE,TRUE
U09877,2024-10-16,FALSE,FALSE,FALSE
U04961,2024-11-19,TRUE,FALSE,FALSE
U04105,2024-12-09,TRUE,FALSE,FALSE
U00738,2024-11-23,TRUE,TRUE,TRUE
U09891,2024-10-08,FALSE,FALSE,FALSE
U03153,2024-11-19,TRUE,FALSE,FALSE
U06082,2024-11-16,TRUE,FALSE,FALSE
U06258,2024-11-22,TRUE,FALSE,FALSE
U05367,2024-11-12,TRUE,FALSE,FALSE
U08730,2024-10-19,FALSE,FALSE,FALSE
U02942,2024-10-18,TRUE,FALSE,FALSE
U07930,2024-12-29,FALSE,FALSE,FALSE
U02512,2024-12-08,TRUE,TRUE,FALSE
U03989,2024-12-03,TRUE,FALSE,FALSE
U04026,2024-12-07,TRUE,FALSE,FALSE
U05383,2024-12-11,TRUE,FALSE,FALSE
U04717,2024-11-21,TRUE,FALSE,FALSE
U06025,2024-12-17,TRUE,FALSE,FALSE
U04932,2024-10-23,TRUE,FALSE,FALSE
U09698,2024-12-06,FALSE,FALSE,FALSE
U01832,2024-12-28,TRUE,TRUE,FALSE
U07257,2024-11-11,FALSE,FALSE,FALSE
U09287,2024-12-27,FALSE,FALSE,FALSE
U04969,2024-11-02,TRUE,FALSE,FALSE
U05529,2024-10-16,TRUE,FALSE,FALSE
U06988,2024-10-11,TRUE,FALSE,FALSE
U04677,2024-11-11,TRUE,FALSE,FALSE
U06680,2024-12-11,TRUE,FALSE,FALSE
U03262,2024-12-02,TRUE,FALSE,FALSE
U02617,2024-11-20,TRUE,TRUE,FALSE
U04590,2024-10-18,TRUE,FALSE,FALSE
U07166,2024-12-25,TRUE,FALSE,FALSE
U08841,2024-11-15,FALSE,FALSE,FALSE
U04510,2024-10-12,TRUE,FALSE,FALSE
U09788,2024-10-23,FALSE,FALSE,FALSE
U08220,2024-11-29,FALSE,FALSE,FALSE
U02052,2024-10-25,TRUE,TRUE,FALSE
U08126,2024-10-28,FALSE,FALSE,FALSE
U01145,2024-10-13,TRUE,TRUE,TRUE
U07511,2024-12-06,FALSE,FALSE,FALSE
U08265,2024-12-13,FALSE,FALSE,FALSE
U01364,2024-10-04,TRUE,TRUE,TRUE
U04751,2024-12-05,TRUE,FALSE,FALSE
U09201,2024-10-09,FALSE,FALSE,FALSE
U05509,2024-12-06,TRUE,FALSE,FALSE
U06416,2024-12-04,TRUE,FALSE,FALSE
U01474,2024-11-26,TRUE,TRUE,FALSE
U03999,2024-10-04,TRUE,FALSE,FALSE
U02699,2024-12-07,TRUE,TRUE,FALSE
U07750,2024-12-22,FALSE,FALSE,FALSE
U04526,2024-11-04,TRUE,FALSE,FALSE
U08723,2024-10-18,FALSE,FALSE,FALSE
U08734,2024-10-06,FALSE,FALSE,FALSE
U03703,2024-10-26,TRUE,FALSE,FALSE
U08572,2024-12-10,FALSE,FALSE,FALSE
U09117,2024-11-17,FALSE,FALSE,FALSE
U07018,2024-11-14,TRUE,FALSE,FALSE
U05489,2024-11-26,TRUE,FALSE,FALSE
U06767,2024-12-13,TRUE,FALSE,FALSE
U09909,2024-10-19,FALSE,FALSE,FALSE
U02098,2024-11-18,TRUE,TRUE,FALSE
U04550,2024-12-11,TRUE,FALSE,FALSE
U07449,2024-12-18,FALSE,FALSE,FALSE
U01564,2024-12-18,TRUE,TRUE,FALSE
U04173,2024-11-12,TRUE,FALSE,FALSE
U02749,2024-12-01,TRUE,TRUE,FALSE
U03143,2024-12-12,TRUE,FALSE,FALSE
U00270,2024-12-10,TRUE,TRUE,TRUE
U02779,2024-10-17,TRUE,TRUE,FALSE
U07948,2024-11-05,FALSE,FALSE,FALSE
U05104,2024-12-22,TRUE,FALSE,FALSE
U06035,2024-12-22,TRUE,FALSE,FALSE
U08605,2024-11-01,FALSE,FALSE,FALSE
U09179,2024-12-06,FALSE,FALSE,FALSE
U08669,2024-12-27,FALSE,FALSE,FALSE
U01346,2024-12-21,TRUE,TRUE,TRUE
U05686,2024-12-28,TRUE,FALSE,FALSE
U06585,2024-12-07,TRUE,FALSE,FALSE
U01236,2024-12-05,TRUE,TRUE,TRUE
U06844,2024-12-23,TRUE,FALSE,FALSE
U01497,2024-10-07,TRUE,TRUE,FALSE
U02907,2024-12-05,TRUE,FALSE,FALSE
U05236,2024-11-17,TRUE,FALSE,FALSE
U00045,2024-10-15,TRUE,TRUE,TRUE
U01647,2024-11-08,TRUE,TRUE,FALSE
U02408,2024-10-25,TRUE,TRUE,FALSE
U04519,2024-11-13,TRUE,FALSE,FALSE
U02415,2024-12-23,TRUE,TRUE,FALSE
U04627,2024-12-19,TRUE,FALSE,FALSE
U02007,2024-11-11,TRUE,TRUE,FALSE
U07867,2024-11-06,FALSE,FALSE,FALSE
U00684,2024-12-22,TRUE,TRUE,TRUE
U04022,2024-12-27,TRUE,FALSE,FALSE
U08237,2024-10-01,FALSE,FALSE,FALSE
U09226,2024-12-21,FALSE,FALSE,FALSE
U08914,2024-11-27,FALSE,FALSE,FALSE
U02844,2024-11-04,TRUE,TRUE,FALSE
U01810,2024-10-01,TRUE,TRUE,FALSE
U06563,2024-10-24,TRUE,FALSE,FALSE
U04990,2024-10-02,TRUE,FALSE,FALSE
U03680,2024-11-01,TRUE,FALSE,FALSE
U02416,2024-11-06,TRUE,TRUE,FALSE
U09420,2024-11-25,FALSE,FALSE,FALSE
U05837,2024-10-09,TRUE,FALSE,FALSE
U02998,2024-11-20,TRUE,FALSE,FALSE
U06779,2024-12-26,TRUE,FALSE,FALSE
U09116,2024-10-18,FALSE,FALSE,FALSE
U04669,2024-10-30,TRUE,FALSE,FALSE
U04214,2024-12-09,TRUE,FALSE,FALSE
U07872,2024-10-17,FALSE,FALSE,FALSE
U02223,2024-11-11,TRUE,TRUE,FALSE
U01046,2024-12-26,TRUE,TRUE,TRUE
U02762,2024-10-13,TRUE,TRUE,FALSE
U03354,2024-12-11,TRUE,FALSE,FALSE
U02947,2024-11-27,TRUE,FALSE,FALSE
U04123,2024-11-24,TRUE,FALSE,FALSE
U02615,2024-10-30,TRUE,TRUE,FALSE
U05953,2024-10-13,TRUE,FALSE,FALSE
U01318,2024-11-07,TRUE,TRUE,TRUE
U04269,2024-10-18,TRUE,FALSE,FALSE
U05276,2024-10-16,TRUE,FALSE,FALSE
U09401,2024-11-07,FALSE,FALSE,FALSE
U07664,2024-10-31,FALSE,FALSE,FALSE
U04757,2024-12-22,TRUE,FALSE,FALSE
U05440,2024-12-23,TRUE,FALSE,FALSE
U01642,2024-12-13,TRUE,TRUE,FALSE
U04036,2024-11-13,TRUE,FALSE,FALSE
U06133,2024-11-27,TRUE,FALSE,FALSE
U09527,2024-12-12,FALSE,FALSE,FALSE
U02271,2024-11-29,TRUE,TRUE,FALSE
U00748,2024-11-26,TRUE,TRUE,TRUE
U09382,2024-10-26,FALSE,FALSE,FALSE
U06907,2024-10-24,TRUE,FALSE,FALSE
U01676,2024-10-25,TRUE,TRUE,FALSE
U04469,2024-12-11,TRUE,FALSE,FALSE
U01963,2024-10-11,TRUE,TRUE,FALSE
U06784,2024-10-14,TRUE,FALSE,FALSE
U05578,2024-12-27,TRUE,FALSE,FALSE
U04597,2024-12-09,TRUE,FALSE,FALSE
U02347,2024-10-26,TRUE,TRUE,FALSE
U08143,2024-10-07,FALSE,FALSE,FALSE
U05513,2024-11-25,TRUE,FALSE,FALSE
U03926,2024-10-14,TRUE,FALSE,FALSE
U05947,2024-11-14,TRUE,FALSE,FALSE
U03451,2024-12-14,TRUE,FALSE,FALSE
