user_id,cohort,company_size,completed_first_task,time_to_first_task_minutes,invited_teammate,days_active_week_1,tasks_completed_week_1,used_template
USR05619,treatment,5-20,FALSE,,TRUE,2,0,TRUE
USR05511,treatment,5-20,FALSE,,FALSE,1,0,TRUE
USR06803,treatment,21-99,FALSE,,FALSE,1,0,FALSE
USR06267,treatment,5-20,FALSE,,FALSE,1,0,FALSE
USR05443,treatment,5-20,FALSE,,TRUE,2,0,TRUE
USR05109,treatment,5-20,TRUE,107,TRUE,7,9,TRUE
USR02202,control,5-20,FALSE,,FALSE,0,0,FALSE
USR06551,treatment,21-99,TRUE,32,TRUE,5,4,FALSE
USR03723,control,100+,FALSE,,FALSE,0,0,FALSE
USR01333,control,5-20,FALSE,,FALSE,2,0,FALSE
USR06199,treatment,5-20,FALSE,,TRUE,2,0,TRUE
USR05055,treatment,5-20,TRUE,19,FALSE,3,10,FALSE
USR05743,treatment,5-20,FALSE,,TRUE,0,0,FALSE
USR07021,treatment,21-99,FALSE,,FALSE,0,0,FALSE
USR05343,treatment,5-20,TRUE,72,FALSE,3,4,FALSE
USR00193,control,5-20,TRUE,174,FALSE,5,2,FALSE
USR04869,treatment,5-20,TRUE,18,FALSE,0,7,TRUE
USR00876,control,5-20,TRUE,152,FALSE,2,2,FALSE
USR01385,control,5-20,FALSE,,FALSE,0,0,FALSE
USR04498,treatment,5-20,TRUE,76,FALSE,6,8,FALSE
USR05751,treatment,5-20,FALSE,,TRUE,0,0,FALSE
USR06701,treatment,21-99,TRUE,108,TRUE,7,6,FALSE
USR05849,treatment,5-20,FALSE,,TRUE,2,0,FALSE
USR00314,control,5-20,TRUE,164,FALSE,7,4,FALSE
USR06100,treatment,5-20,FALSE,,FALSE,0,0,FALSE
USR06151,treatment,5-20,FALSE,,TRUE,2,0,FALSE
USR02972,control,21-99,FALSE,,FALSE,1,0,FALSE
USR07593,treatment,100+,FALSE,,FALSE,1,0,FALSE
USR06276,treatment,5-20,FALSE,,TRUE,2,0,FALSE
USR03398,control,100+,TRUE,40,FALSE,1,1,FALSE
USR04423,treatment,5-20,TRUE,72,TRUE,7,8,TRUE
USR03123,control,21-99,FALSE,,TRUE,0,0,FALSE
USR03831,control,100+,FALSE,,FALSE,1,0,FALSE
USR07530,treatment,100+,TRUE,36,FALSE,4,9,FALSE
USR07306,treatment,100+,TRUE,29,FALSE,4,8,FALSE
USR07465,treatment,100+,TRUE,83,FALSE,6,7,FALSE
USR02987,control,21-99,FALSE,,FALSE,2,0,FALSE
USR00754,control,5-20,TRUE,162,FALSE,7,2,FALSE
USR07185,treatment,21-99,FALSE,,FALSE,0,0,FALSE
USR04304,treatment,5-20,TRUE,103,TRUE,1,10,TRUE
USR01332,control,5-20,FALSE,,FALSE,1,0,FALSE
USR01809,control,5-20,FALSE,,FALSE,1,0,FALSE
USR06956,treatment,21-99,FALSE,,TRUE,0,0,FALSE
USR05028,treatment,5-20,TRUE,102,FALSE,6,9,TRUE
USR00721,control,5-20,TRUE,169,FALSE,6,3,FALSE
USR04553,treatment,5-20,TRUE,76,TRUE,5,7,FALSE
USR06951,treatment,21-99,FALSE,,FALSE,0,0,FALSE
USR00052,control,5-20,TRUE,169,FALSE,5,3,FALSE
USR03592,control,100+,FALSE,,FALSE,0,0,FALSE
USR06996,treatment,21-99,FALSE,,FALSE,0,0,TRUE
USR05746,treatment,5-20,FALSE,,FALSE,2,0,TRUE
USR06002,treatment,5-20,FALSE,,FALSE,1,0,TRUE
USR02331,control,5-20,FALSE,,TRUE,1,0,FALSE
USR01844,control,5-20,FALSE,,FALSE,0,0,FALSE
USR00346,control,5-20,TRUE,57,FALSE,3,3,FALSE
USR00922,control,5-20,TRUE,18,FALSE,3,2,FALSE
USR05444,treatment,5-20,FALSE,,FALSE,1,0,FALSE
USR04437,treatment,5-20,TRUE,97,FALSE,5,6,FALSE
USR06393,treatment,5-20,FALSE,,TRUE,1,0,FALSE
USR01182,control,5-20,FALSE,,FALSE,1,0,FALSE
USR03125,control,21-99,FALSE,,FALSE,0,0,FALSE
USR03863,control,100+,FALSE,,FALSE,2,0,FALSE
USR03316,control,100+,TRUE,61,FALSE,2,4,FALSE
USR07295,treatment,100+,TRUE,106,FALSE,5,8,FALSE
USR01464,control,5-20,FALSE,,FALSE,0,0,FALSE
USR04559,treatment,5-20,TRUE,79,TRUE,6,9,FALSE
USR00803,control,5-20,TRUE,173,FALSE,2,1,FALSE
USR01998,control,5-20,FALSE,,FALSE,1,0,FALSE
USR05718,treatment,5-20,FALSE,,TRUE,0,0,TRUE
USR06202,treatment,5-20,FALSE,,FALSE,2,0,TRUE
USR04356,treatment,5-20,TRUE,107,TRUE,2,7,FALSE
USR03682,control,100+,FALSE,,FALSE,1,0,FALSE
USR01552,control,5-20,FALSE,,FALSE,0,0,FALSE
USR03224,control,100+,TRUE,113,FALSE,4,4,FALSE
USR07394,treatment,100+,TRUE,46,FALSE,4,8,FALSE
USR02967,control,21-99,FALSE,,FALSE,2,0,FALSE
USR06720,treatment,21-99,TRUE,34,FALSE,5,6,FALSE
USR04456,treatment,5-20,TRUE,82,FALSE,1,7,FALSE
USR00060,control,5-20,TRUE,100,FALSE,4,2,FALSE
USR06817,treatment,21-99,FALSE,,FALSE,2,0,TRUE
USR00570,control,5-20,TRUE,94,FALSE,7,4,TRUE
USR05939,treatment,5-20,FALSE,,FALSE,2,0,TRUE
USR07966,treatment,100+,FALSE,,TRUE,2,0,FALSE
USR01976,control,5-20,FALSE,,FALSE,1,0,FALSE
USR02775,control,21-99,FALSE,,FALSE,1,0,FALSE
USR07949,treatment,100+,FALSE,,FALSE,0,0,FALSE
USR01618,control,5-20,FALSE,,FALSE,1,0,FALSE
USR02625,control,21-99,TRUE,143,FALSE,6,2,FALSE
USR00886,control,5-20,TRUE,129,FALSE,4,5,TRUE
USR01399,control,5-20,FALSE,,FALSE,1,0,FALSE
USR07147,treatment,21-99,FALSE,,FALSE,1,0,TRUE
USR02079,control,5-20,FALSE,,FALSE,1,0,FALSE
USR04172,treatment,5-20,TRUE,26,FALSE,3,8,TRUE
USR05530,treatment,5-20,FALSE,,FALSE,2,0,FALSE
USR06960,treatment,21-99,FALSE,,FALSE,1,0,TRUE
USR06999,treatment,21-99,FALSE,,FALSE,0,0,FALSE
USR05058,treatment,5-20,TRUE,74,FALSE,5,5,FALSE
USR05887,treatment,5-20,FALSE,,FALSE,2,0,FALSE
USR05129,treatment,5-20,TRUE,90,FALSE,5,6,FALSE
USR01887,control,5-20,FALSE,,FALSE,1,0,FALSE
USR06365,treatment,5-20,FALSE,,FALSE,1,0,FALSE
USR05033,treatment,5-20,TRUE,68,TRUE,0,8,FALSE
USR04239,treatment,5-20,TRUE,33,TRUE,7,8,TRUE
USR03372,control,100+,TRUE,81,FALSE,7,3,FALSE
USR04253,treatment,5-20,TRUE,75,TRUE,1,9,FALSE
USR05173,treatment,5-20,TRUE,17,FALSE,7,6,FALSE
USR07215,treatment,100+,TRUE,103,FALSE,4,7,FALSE
USR03132,control,21-99,FALSE,,FALSE,2,0,FALSE
USR03646,control,100+,FALSE,,FALSE,1,0,FALSE
USR05652,treatment,5-20,FALSE,,TRUE,1,0,FALSE
USR07725,treatment,100+,FALSE,,FALSE,2,0,FALSE
USR02478,control,21-99,TRUE,79,TRUE,0,2,FALSE
USR06995,treatment,21-99,FALSE,,FALSE,1,0,FALSE
USR05071,treatment,5-20,TRUE,58,TRUE,7,7,FALSE
USR07371,treatment,100+,TRUE,55,TRUE,7,8,FALSE
USR04738,treatment,5-20,TRUE,30,TRUE,3,8,FALSE
USR04033,treatment,5-20,TRUE,116,TRUE,4,6,FALSE
USR04675,treatment,5-20,TRUE,11,TRUE,3,10,FALSE
USR01855,control,5-20,FALSE,,FALSE,1,0,FALSE
USR01061,control,5-20,TRUE,156,TRUE,7,4,FALSE
USR06673,treatment,21-99,TRUE,34,FALSE,2,8,FALSE
USR03122,control,21-99,FALSE,,TRUE,0,0,TRUE
USR00256,control,5-20,TRUE,162,FALSE,6,1,FALSE
USR03198,control,21-99,FALSE,,FALSE,1,0,FALSE
USR03747,control,100+,FALSE,,FALSE,2,0,FALSE
USR01978,control,5-20,FALSE,,FALSE,0,0,FALSE
USR06282,treatment,5-20,FALSE,,FALSE,2,0,TRUE
USR00745,control,5-20,TRUE,77,FALSE,1,3,FALSE
USR07642,treatment,100+,FALSE,,FALSE,2,0,FALSE
USR02837,control,21-99,FALSE,,FALSE,0,0,FALSE
USR02189,control,5-20,FALSE,,FALSE,2,0,FALSE
USR06465,treatment,21-99,TRUE,120,FALSE,6,5,FALSE
USR00339,control,5-20,TRUE,99,FALSE,0,2,FALSE
USR07829,treatment,100+,FALSE,,FALSE,1,0,TRUE
USR03005,control,21-99,FALSE,,FALSE,1,0,FALSE
USR04823,treatment,5-20,TRUE,52,FALSE,5,6,FALSE
USR02761,control,21-99,TRUE,42,FALSE,7,2,FALSE
USR02852,control,21-99,FALSE,,FALSE,0,0,FALSE
USR07981,treatment,100+,FALSE,,FALSE,0,0,FALSE
USR06503,treatment,21-99,TRUE,16,FALSE,1,7,FALSE
USR02132,control,5-20,FALSE,,FALSE,2,0,TRUE
USR03610,control,100+,FALSE,,FALSE,2,0,FALSE
USR00603,control,5-20,TRUE,106,FALSE,6,1,FALSE
USR07325,treatment,100+,TRUE,30,FALSE,4,4,FALSE
USR03013,control,21-99,FALSE,,FALSE,1,0,FALSE
USR02379,control,5-20,FALSE,,TRUE,2,0,FALSE
USR05658,treatment,5-20,FALSE,,FALSE,0,0,FALSE
USR06307,treatment,5-20,FALSE,,TRUE,0,0,FALSE
USR07770,treatment,100+,FALSE,,FALSE,0,0,FALSE
USR04479,treatment,5-20,TRUE,29,TRUE,7,8,TRUE
USR03980,control,100+,FALSE,,FALSE,0,0,FALSE
USR07664,treatment,100+,FALSE,,FALSE,1,0,FALSE
USR00305,control,5-20,TRUE,107,FALSE,7,3,FALSE
USR01260,control,5-20,FALSE,,FALSE,2,0,FALSE
USR00615,control,5-20,TRUE,90,FALSE,4,4,FALSE
USR02601,control,21-99,TRUE,166,FALSE,7,4,FALSE
USR05466,treatment,5-20,FALSE,,FALSE,2,0,FALSE
USR03278,control,100+,TRUE,22,FALSE,0,1,TRUE
USR07906,treatment,100+,FALSE,,FALSE,1,0,TRUE
USR03304,control,100+,TRUE,177,FALSE,6,5,FALSE
USR00574,control,5-20,TRUE,136,FALSE,4,4,FALSE
USR07718,treatment,100+,FALSE,,TRUE,0,0,TRUE
USR00136,control,5-20,TRUE,79,FALSE,1,4,FALSE
USR04175,treatment,5-20,TRUE,118,FALSE,2,6,FALSE
USR02043,control,5-20,FALSE,,FALSE,0,0,FALSE
USR01166,control,5-20,FALSE,,FALSE,2,0,FALSE
USR07887,treatment,100+,FALSE,,TRUE,0,0,TRUE
USR05245,treatment,5-20,TRUE,114,FALSE,3,7,TRUE
USR04469,treatment,5-20,TRUE,51,FALSE,7,9,FALSE
USR02742,control,21-99,TRUE,72,FALSE,5,3,FALSE
USR07527,treatment,100+,TRUE,35,TRUE,0,10,FALSE
USR00203,control,5-20,TRUE,158,FALSE,2,3,FALSE
USR03138,control,21-99,FALSE,,FALSE,1,0,FALSE
USR02899,control,21-99,FALSE,,FALSE,2,0,FALSE
USR00165,control,5-20,TRUE,142,FALSE,0,3,FALSE
USR02221,control,5-20,FALSE,,FALSE,1,0,FALSE
USR05500,treatment,5-20,FALSE,,FALSE,1,0,FALSE
USR07757,treatment,100+,FALSE,,FALSE,1,0,FALSE
USR06219,treatment,5-20,FALSE,,FALSE,2,0,FALSE
USR07282,treatment,100+,TRUE,44,TRUE,4,8,FALSE
USR01728,control,5-20,FALSE,,TRUE,2,0,FALSE
USR00431,control,5-20,TRUE,152,FALSE,6,1,FALSE
USR06480,treatment,21-99,TRUE,53,TRUE,5,6,TRUE
USR07220,treatment,100+,TRUE,12,TRUE,2,6,TRUE
USR00781,control,5-20,TRUE,176,FALSE,1,3,FALSE
USR00173,control,5-20,TRUE,82,FALSE,5,3,FALSE
USR03691,control,100+,FALSE,,FALSE,1,0,TRUE
USR06693,treatment,21-99,TRUE,38,TRUE,3,8,FALSE
USR03803,control,100+,FALSE,,FALSE,0,0,FALSE
USR06321,treatment,5-20,FALSE,,TRUE,0,0,FALSE
USR02098,control,5-20,FALSE,,TRUE,0,0,TRUE
USR07479,treatment,100+,TRUE,64,FALSE,5,7,FALSE
USR01271,control,5-20,FALSE,,FALSE,0,0,FALSE
USR03211,control,100+,TRUE,88,FALSE,3,2,FALSE
USR06207,treatment,5-20,FALSE,,FALSE,1,0,FALSE
USR03436,control,100+,TRUE,179,FALSE,2,3,FALSE
USR00367,control,5-20,TRUE,150,FALSE,4,2,TRUE
USR06526,treatment,21-99,TRUE,26,TRUE,6,8,FALSE
USR05523,treatment,5-20,FALSE,,FALSE,1,0,FALSE
USR06735,treatment,21-99,TRUE,53,FALSE,7,7,FALSE
USR04202,treatment,5-20,TRUE,52,FALSE,3,7,FALSE
USR00094,control,5-20,TRUE,19,FALSE,5,2,TRUE
USR06486,treatment,21-99,TRUE,26,TRUE,3,10,TRUE
USR06022,treatment,5-20,FALSE,,FALSE,1,0,TRUE
USR03792,control,100+,FALSE,,FALSE,0,0,FALSE
USR03478,control,100+,TRUE,54,FALSE,0,5,FALSE
USR06752,treatment,21-99,TRUE,105,TRUE,7,9,FALSE
USR01750,control,5-20,FALSE,,TRUE,0,0,FALSE
USR03262,control,100+,TRUE,140,TRUE,2,4,FALSE
USR01261,control,5-20,FALSE,,FALSE,1,0,FALSE
USR03885,control,100+,FALSE,,FALSE,2,0,FALSE
USR05323,treatment,5-20,TRUE,91,TRUE,6,8,FALSE
USR01394,control,5-20,FALSE,,FALSE,2,0,FALSE
USR02726,control,21-99,TRUE,113,TRUE,5,4,FALSE
USR05505,treatment,5-20,FALSE,,FALSE,0,0,FALSE
USR02702,control,21-99,TRUE,165,FALSE,7,2,FALSE
USR03241,control,100+,TRUE,51,FALSE,1,2,FALSE
USR03896,control,100+,FALSE,,FALSE,1,0,FALSE
USR07938,treatment,100+,FALSE,,TRUE,1,0,FALSE
USR04414,treatment,5-20,TRUE,108,TRUE,4,10,FALSE
USR02160,control,5-20,FALSE,,FALSE,2,0,FALSE
USR07880,treatment,100+,FALSE,,TRUE,2,0,FALSE
USR05177,treatment,5-20,TRUE,83,FALSE,4,5,FALSE
USR03312,control,100+,TRUE,159,FALSE,2,3,FALSE
USR01225,control,5-20,FALSE,,FALSE,1,0,FALSE
USR00878,control,5-20,TRUE,57,FALSE,0,3,FALSE
USR06762,treatment,21-99,TRUE,103,FALSE,5,6,FALSE
USR04331,treatment,5-20,TRUE,95,FALSE,5,7,TRUE
USR03660,control,100+,FALSE,,FALSE,2,0,FALSE
USR05484,treatment,5-20,FALSE,,FALSE,0,0,FALSE
USR00030,control,5-20,TRUE,71,TRUE,0,2,FALSE
USR00842,control,5-20,TRUE,65,FALSE,0,3,FALSE
USR06565,treatment,21-99,TRUE,118,FALSE,7,8,FALSE
USR05538,treatment,5-20,FALSE,,TRUE,1,0,TRUE
USR01781,control,5-20,FALSE,,FALSE,2,0,FALSE
USR05959,treatment,5-20,FALSE,,TRUE,0,0,FALSE
USR00006,control,5-20,TRUE,103,FALSE,2,3,FALSE
USR01692,control,5-20,FALSE,,FALSE,2,0,FALSE
USR06743,treatment,21-99,TRUE,94,FALSE,4,4,FALSE
USR07374,treatment,100+,TRUE,91,FALSE,2,8,FALSE
USR01463,control,5-20,FALSE,,TRUE,0,0,FALSE
USR03430,control,100+,TRUE,87,TRUE,2,2,FALSE
USR06714,treatment,21-99,TRUE,72,FALSE,4,8,TRUE
USR06770,treatment,21-99,TRUE,67,FALSE,6,6,FALSE
USR02340,control,5-20,FALSE,,FALSE,2,0,FALSE
USR03577,control,100+,FALSE,,FALSE,0,0,FALSE
USR02048,control,5-20,FALSE,,TRUE,1,0,FALSE
USR01440,control,5-20,FALSE,,FALSE,2,0,FALSE
USR07370,treatment,100+,TRUE,80,FALSE,7,6,TRUE
USR01206,control,5-20,FALSE,,FALSE,0,0,FALSE
USR07467,treatment,100+,TRUE,65,TRUE,3,7,FALSE
USR07982,treatment,100+,FALSE,,FALSE,0,0,TRUE
USR05742,treatment,5-20,FALSE,,TRUE,0,0,FALSE
USR06687,treatment,21-99,TRUE,78,TRUE,1,9,FALSE
USR06837,treatment,21-99,FALSE,,FALSE,1,0,FALSE
USR00397,control,5-20,TRUE,34,FALSE,2,2,FALSE
USR00474,control,5-20,TRUE,142,FALSE,3,5,FALSE
USR01875,control,5-20,FALSE,,FALSE,0,0,FALSE
USR04780,treatment,5-20,TRUE,113,TRUE,4,8,FALSE
USR04989,treatment,5-20,TRUE,87,FALSE,6,6,FALSE
USR06799,treatment,21-99,FALSE,,TRUE,1,0,FALSE
USR01179,control,5-20,FALSE,,FALSE,0,0,FALSE
USR07903,treatment,100+,FALSE,,TRUE,0,0,TRUE
USR01966,control,5-20,FALSE,,FALSE,0,0,FALSE
USR03145,control,21-99,FALSE,,FALSE,2,0,FALSE
USR04517,treatment,5-20,TRUE,64,FALSE,1,6,FALSE
USR01299,control,5-20,FALSE,,FALSE,1,0,FALSE
USR06596,treatment,21-99,TRUE,14,FALSE,3,8,FALSE
USR00096,control,5-20,TRUE,76,FALSE,2,5,FALSE
USR02828,control,21-99,FALSE,,TRUE,1,0,FALSE
USR07484,treatment,100+,TRUE,40,FALSE,3,7,TRUE
USR04635,treatment,5-20,TRUE,26,FALSE,6,8,TRUE
USR01434,control,5-20,FALSE,,FALSE,1,0,FALSE
USR03212,control,100+,TRUE,35,FALSE,4,4,FALSE
USR06189,treatment,5-20,FALSE,,FALSE,2,0,TRUE
USR05243,treatment,5-20,TRUE,73,FALSE,6,5,FALSE
USR01942,control,5-20,FALSE,,FALSE,2,0,FALSE
USR01124,control,5-20,FALSE,,FALSE,1,0,FALSE
USR04962,treatment,5-20,TRUE,20,FALSE,3,7,FALSE
USR01274,control,5-20,FALSE,,FALSE,2,0,FALSE
USR04848,treatment,5-20,TRUE,30,TRUE,3,10,TRUE
USR03596,control,100+,FALSE,,FALSE,1,0,FALSE
USR06470,treatment,21-99,TRUE,17,FALSE,5,5,FALSE
USR05447,treatment,5-20,FALSE,,FALSE,0,0,TRUE
USR03276,control,100+,TRUE,110,TRUE,3,2,TRUE
USR06595,treatment,21-99,TRUE,47,TRUE,3,10,TRUE
USR03220,control,100+,TRUE,96,FALSE,1,2,FALSE
USR07474,treatment,100+,TRUE,78,FALSE,6,8,TRUE
USR00954,control,5-20,TRUE,154,FALSE,3,3,FALSE
USR01904,control,5-20,FALSE,,FALSE,0,0,FALSE
USR05809,treatment,5-20,FALSE,,TRUE,0,0,TRUE
USR03693,control,100+,FALSE,,FALSE,0,0,FALSE
USR02516,control,21-99,TRUE,174,FALSE,3,4,FALSE
USR06070,treatment,5-20,FALSE,,FALSE,1,0,FALSE
USR04842,treatment,5-20,TRUE,45,TRUE,4,7,FALSE
USR02607,control,21-99,TRUE,56,FALSE,4,2,FALSE
USR05420,treatment,5-20,FALSE,,TRUE,0,0,TRUE
USR04074,treatment,5-20,TRUE,79,FALSE,3,9,FALSE
USR05596,treatment,5-20,FALSE,,TRUE,1,0,FALSE
USR05337,treatment,5-20,TRUE,79,FALSE,3,7,TRUE
USR02482,control,21-99,TRUE,64,TRUE,3,2,FALSE
USR00151,control,5-20,TRUE,127,TRUE,0,3,FALSE
USR06734,treatment,21-99,TRUE,54,FALSE,5,7,FALSE
USR03558,control,100+,TRUE,77,FALSE,0,2,FALSE
USR01087,control,5-20,FALSE,,FALSE,0,0,FALSE
USR04735,treatment,5-20,TRUE,56,FALSE,0,5,TRUE
USR01505,control,5-20,FALSE,,TRUE,2,0,FALSE
USR05847,treatment,5-20,FALSE,,FALSE,2,0,FALSE
USR03762,control,100+,FALSE,,FALSE,1,0,FALSE
USR00325,control,5-20,TRUE,80,FALSE,7,2,FALSE
USR06042,treatment,5-20,FALSE,,TRUE,1,0,FALSE
USR06347,treatment,5-20,FALSE,,TRUE,2,0,FALSE
USR06227,treatment,5-20,FALSE,,TRUE,2,0,FALSE
USR01100,control,5-20,FALSE,,FALSE,1,0,FALSE
USR03071,control,21-99,FALSE,,FALSE,2,0,TRUE
USR01517,control,5-20,FALSE,,FALSE,0,0,FALSE
USR05763,treatment,5-20,FALSE,,FALSE,0,0,FALSE
USR07032,treatment,21-99,FALSE,,FALSE,2,0,FALSE
USR04176,treatment,5-20,TRUE,51,FALSE,1,4,TRUE
USR05512,treatment,5-20,FALSE,,FALSE,0,0,TRUE
USR03622,control,100+,FALSE,,FALSE,0,0,FALSE
USR04688,treatment,5-20,TRUE,118,TRUE,7,10,TRUE
USR06585,treatment,21-99,TRUE,65,FALSE,6,7,TRUE
USR00065,control,5-20,TRUE,82,TRUE,5,3,FALSE
USR06029,treatment,5-20,FALSE,,FALSE,2,0,FALSE
USR04481,treatment,5-20,TRUE,107,FALSE,6,10,FALSE
USR03702,control,100+,FALSE,,FALSE,0,0,FALSE
USR01066,control,5-20,TRUE,87,FALSE,6,4,TRUE
USR03887,control,100+,FALSE,,TRUE,0,0,FALSE
USR03862,control,100+,FALSE,,FALSE,2,0,FALSE
USR00241,control,5-20,TRUE,56,FALSE,2,4,FALSE
USR07835,treatment,100+,FALSE,,FALSE,2,0,FALSE
USR02437,control,21-99,TRUE,53,FALSE,7,3,FALSE
USR07453,treatment,100+,TRUE,36,FALSE,3,6,FALSE
USR06733,treatment,21-99,TRUE,117,FALSE,2,7,TRUE
USR00736,control,5-20,TRUE,59,FALSE,4,4,FALSE
USR06107,treatment,5-20,FALSE,,TRUE,2,0,FALSE
USR03822,control,100+,FALSE,,FALSE,1,0,FALSE
USR00750,control,5-20,TRUE,63,FALSE,4,4,FALSE
USR06265,treatment,5-20,FALSE,,TRUE,2,0,TRUE
USR04050,treatment,5-20,TRUE,74,TRUE,6,7,FALSE
USR01484,control,5-20,FALSE,,FALSE,1,0,FALSE
USR07294,treatment,100+,TRUE,20,FALSE,4,5,FALSE
USR06106,treatment,5-20,FALSE,,FALSE,0,0,FALSE
USR07635,treatment,100+,FALSE,,FALSE,1,0,FALSE
USR00758,control,5-20,TRUE,40,FALSE,1,2,FALSE
USR00592,control,5-20,TRUE,177,FALSE,0,3,FALSE
USR03272,control,100+,TRUE,115,FALSE,6,3,FALSE
USR03505,control,100+,TRUE,51,FALSE,3,3,FALSE
USR07898,treatment,100+,FALSE,,FALSE,2,0,FALSE
USR00078,control,5-20,TRUE,42,FALSE,7,3,FALSE
USR06641,treatment,21-99,TRUE,46,TRUE,5,10,FALSE
USR07025,treatment,21-99,FALSE,,TRUE,1,0,FALSE
USR03662,control,100+,FALSE,,FALSE,1,0,FALSE
USR07745,treatment,100+,FALSE,,TRUE,1,0,FALSE
USR02780,control,21-99,FALSE,,FALSE,0,0,FALSE
USR07244,treatment,100+,TRUE,58,FALSE,3,10,FALSE
USR03632,control,100+,FALSE,,FALSE,1,0,FALSE
USR05582,treatment,5-20,FALSE,,TRUE,1,0,FALSE
USR06952,treatment,21-99,FALSE,,TRUE,0,0,FALSE
