user_id,cohort,company_size,completed_first_task,time_to_first_task_minutes,invited_teammate,days_active_week_1,tasks_completed_week_1,used_template
USR14508,treatment,5-20,FALSE,,FALSE,0,0,FALSE
USR15820,treatment,5-20,FALSE,,FALSE,0,0,FALSE
USR14014,treatment,5-20,TRUE,9,FALSE,2,6,FALSE
USR17790,treatment,100+,FALSE,,FALSE,0,0,FALSE
USR10586,control,5-20,FALSE,,FALSE,0,0,FALSE
USR14213,treatment,5-20,TRUE,17,FALSE,0,7,FALSE
USR10374,control,5-20,FALSE,,FALSE,0,0,FALSE
USR13017,control,21-99,FALSE,,FALSE,0,0,FALSE
USR13092,control,21-99,FALSE,,FALSE,0,0,FALSE
USR15225,treatment,5-20,TRUE,8,FALSE,5,6,FALSE
USR14267,treatment,5-20,TRUE,13,FALSE,2,9,FALSE
USR17767,treatment,100+,FALSE,,FALSE,0,0,FALSE
USR12467,control,21-99,TRUE,24,FALSE,0,0,FALSE
USR15132,treatment,5-20,TRUE,44,FALSE,4,7,FALSE
USR14436,treatment,5-20,TRUE,39,FALSE,4,12,FALSE
USR13432,control,21-99,TRUE,27,FALSE,2,3,FALSE
USR15444,treatment,5-20,FALSE,,FALSE,0,0,FALSE
USR11151,control,5-20,TRUE,19,FALSE,3,2,FALSE
USR11829,control,5-20,FALSE,,FALSE,0,0,FALSE
USR15291,treatment,5-20,TRUE,19,FALSE,5,2,FALSE
USR10271,control,5-20,TRUE,31,FALSE,2,1,FALSE
USR16775,treatment,21-99,FALSE,,FALSE,0,0,FALSE
USR15194,treatment,5-20,FALSE,,FALSE,0,0,FALSE
USR13954,control,100+,FALSE,,FALSE,0,0,FALSE
USR16993,treatment,21-99,FALSE,,FALSE,0,0,FALSE
USR12052,control,5-20,TRUE,35,FALSE,1,4,FALSE
USR15783,treatment,5-20,TRUE,20,TRUE,6,7,FALSE
USR12416,control,21-99,FALSE,,FALSE,0,0,FALSE
USR15199,treatment,5-20,FALSE,,FALSE,0,0,FALSE
USR16262,treatment,5-20,FALSE,,FALSE,0,0,FALSE
USR15195,treatment,5-20,TRUE,35,TRUE,6,4,TRUE
USR16771,treatment,21-99,TRUE,18,FALSE,4,6,FALSE
USR14722,treatment,5-20,TRUE,27,FALSE,6,8,FALSE
USR13118,control,21-99,FALSE,,FALSE,0,0,FALSE
USR13859,control,100+,TRUE,18,FALSE,3,2,FALSE
USR12032,control,5-20,TRUE,5,FALSE,3,2,FALSE
USR13073,control,21-99,FALSE,,FALSE,0,0,FALSE
USR10912,control,5-20,TRUE,19,FALSE,1,1,TRUE
USR13417,control,21-99,TRUE,42,FALSE,5,0,FALSE
USR14775,treatment,5-20,TRUE,41,FALSE,3,5,FALSE
USR14241,treatment,5-20,TRUE,16,FALSE,6,2,FALSE
USR15465,treatment,5-20,TRUE,42,FALSE,0,5,TRUE
USR14214,treatment,5-20,TRUE,25,FALSE,4,6,FALSE
USR12113,control,5-20,FALSE,,FALSE,0,0,FALSE
USR16421,treatment,21-99,TRUE,29,TRUE,1,7,FALSE
USR12174,control,5-20,TRUE,18,FALSE,0,3,FALSE
USR10805,control,5-20,TRUE,37,FALSE,2,4,FALSE
USR15043,treatment,5-20,FALSE,,FALSE,0,0,FALSE
USR14584,treatment,5-20,FALSE,,FALSE,0,0,FALSE
USR13988,control,100+,FALSE,,FALSE,0,0,FALSE
USR10994,control,5-20,FALSE,,FALSE,0,0,FALSE
USR17428,treatment,21-99,FALSE,,FALSE,0,0,FALSE
USR14977,treatment,5-20,FALSE,,FALSE,0,0,FALSE
USR10802,control,5-20,FALSE,,FALSE,0,0,FALSE
USR13591,control,21-99,TRUE,28,FALSE,1,4,FALSE
USR14152,treatment,5-20,TRUE,16,FALSE,4,7,FALSE
USR12321,control,5-20,FALSE,,FALSE,0,0,FALSE
USR10578,control,5-20,FALSE,,FALSE,0,0,FALSE
USR15773,treatment,5-20,TRUE,35,FALSE,4,8,FALSE
USR14626,treatment,5-20,TRUE,11,TRUE,6,13,TRUE
USR13364,control,21-99,FALSE,,FALSE,0,0,FALSE
USR11765,control,5-20,TRUE,37,FALSE,1,2,TRUE
USR17628,treatment,100+,TRUE,14,FALSE,3,5,TRUE
USR16656,treatment,21-99,FALSE,,FALSE,0,0,FALSE
USR11891,control,5-20,TRUE,32,FALSE,2,3,FALSE
USR12425,control,21-99,TRUE,35,FALSE,6,2,FALSE
USR13663,control,100+,FALSE,,FALSE,0,0,FALSE
USR10686,control,5-20,FALSE,,FALSE,0,0,FALSE
USR17084,treatment,21-99,TRUE,29,TRUE,4,5,TRUE
USR16827,treatment,21-99,FALSE,,FALSE,0,0,FALSE
USR12686,control,21-99,TRUE,35,FALSE,6,2,FALSE
USR12104,control,5-20,FALSE,,FALSE,0,0,FALSE
USR12135,control,5-20,FALSE,,FALSE,0,0,FALSE
USR13924,control,100+,FALSE,,FALSE,0,0,FALSE
USR11902,control,5-20,FALSE,,FALSE,0,0,FALSE
USR17831,treatment,100+,FALSE,,FALSE,0,0,FALSE
USR10873,control,5-20,FALSE,,FALSE,0,0,FALSE
USR13911,control,100+,TRUE,23,TRUE,2,2,FALSE
USR17393,treatment,21-99,FALSE,,FALSE,0,0,FALSE
USR13498,control,21-99,FALSE,,FALSE,0,0,FALSE
USR14537,treatment,5-20,FALSE,,FALSE,0,0,FALSE
USR17378,treatment,21-99,TRUE,7,FALSE,4,9,FALSE
USR13887,control,100+,FALSE,,FALSE,0,0,FALSE
USR10330,control,5-20,FALSE,,FALSE,0,0,FALSE
USR17081,treatment,21-99,FALSE,,FALSE,0,0,FALSE
USR13510,control,21-99,FALSE,,FALSE,0,0,FALSE
USR15453,treatment,5-20,TRUE,30,FALSE,2,3,FALSE
USR10220,control,5-20,TRUE,44,TRUE,3,4,FALSE
USR11197,control,5-20,FALSE,,FALSE,0,0,FALSE
USR17619,treatment,100+,FALSE,,FALSE,0,0,FALSE
USR15308,treatment,5-20,FALSE,,FALSE,0,0,FALSE
USR11983,control,5-20,FALSE,,FALSE,0,0,FALSE
USR11227,control,5-20,TRUE,27,FALSE,2,2,TRUE
USR10491,control,5-20,TRUE,13,FALSE,2,3,FALSE
USR16782,treatment,21-99,TRUE,11,FALSE,6,8,TRUE
USR15547,treatment,5-20,TRUE,24,FALSE,5,11,FALSE
USR14563,treatment,5-20,TRUE,22,FALSE,5,7,TRUE
USR10241,control,5-20,FALSE,,FALSE,0,0,FALSE
USR11027,control,5-20,TRUE,35,FALSE,1,2,FALSE
USR16010,treatment,5-20,TRUE,18,TRUE,4,6,FALSE
USR14511,treatment,5-20,FALSE,,FALSE,0,0,FALSE
USR15146,treatment,5-20,FALSE,,FALSE,0,0,FALSE
USR13094,control,21-99,FALSE,,FALSE,0,0,FALSE
USR17901,treatment,100+,FALSE,,FALSE,0,0,FALSE
USR12028,control,5-20,FALSE,,FALSE,0,0,FALSE
USR14683,treatment,5-20,TRUE,21,FALSE,4,5,FALSE
USR15521,treatment,5-20,FALSE,,FALSE,0,0,FALSE
USR17481,treatment,21-99,FALSE,,FALSE,0,0,FALSE
USR13418,control,21-99,FALSE,,FALSE,0,0,FALSE
USR15108,treatment,5-20,TRUE,29,TRUE,4,10,FALSE
USR13664,control,100+,TRUE,9,FALSE,3,3,FALSE
USR10081,control,5-20,FALSE,,FALSE,0,0,FALSE
USR17042,treatment,21-99,FALSE,,FALSE,0,0,FALSE
USR14552,treatment,5-20,FALSE,,FALSE,0,0,FALSE
USR12935,control,21-99,FALSE,,FALSE,0,0,FALSE
USR12724,control,21-99,FALSE,,FALSE,0,0,FALSE
USR16308,treatment,5-20,TRUE,39,TRUE,0,8,FALSE
USR15737,treatment,5-20,FALSE,,FALSE,0,0,FALSE
USR10949,control,5-20,FALSE,,FALSE,0,0,FALSE
USR10588,control,5-20,TRUE,20,FALSE,4,1,FALSE
USR15518,treatment,5-20,TRUE,28,FALSE,4,3,FALSE
USR14329,treatment,5-20,FALSE,,FALSE,0,0,FALSE
USR15808,treatment,5-20,FALSE,,FALSE,0,0,FALSE
USR15851,treatment,5-20,FALSE,,FALSE,0,0,FALSE
USR11405,control,5-20,FALSE,,FALSE,0,0,FALSE
USR15037,treatment,5-20,TRUE,18,FALSE,3,5,FALSE
USR11880,control,5-20,FALSE,,FALSE,0,0,FALSE
USR10518,control,5-20,FALSE,,FALSE,0,0,FALSE
USR11487,control,5-20,TRUE,18,FALSE,1,2,FALSE
USR15617,treatment,5-20,TRUE,14,FALSE,3,6,FALSE
USR12021,control,5-20,TRUE,21,FALSE,3,1,FALSE
USR17193,treatment,21-99,FALSE,,FALSE,0,0,FALSE
USR10956,control,5-20,FALSE,,FALSE,0,0,FALSE
USR14693,treatment,5-20,FALSE,,FALSE,0,0,FALSE
USR12397,control,5-20,FALSE,,FALSE,0,0,FALSE
USR17963,treatment,100+,FALSE,,FALSE,0,0,FALSE
USR10871,control,5-20,TRUE,27,FALSE,2,2,FALSE
USR10524,control,5-20,FALSE,,FALSE,0,0,FALSE
USR13179,control,21-99,TRUE,15,FALSE,3,1,FALSE
USR13509,control,21-99,FALSE,,FALSE,0,0,FALSE
USR17195,treatment,21-99,TRUE,16,FALSE,4,9,TRUE
USR13860,control,100+,TRUE,13,FALSE,3,0,FALSE
USR15316,treatment,5-20,TRUE,8,FALSE,5,5,FALSE
USR16497,treatment,21-99,FALSE,,FALSE,0,0,FALSE
USR14639,treatment,5-20,FALSE,,FALSE,0,0,FALSE
USR15486,treatment,5-20,TRUE,35,FALSE,7,5,TRUE
USR15878,treatment,5-20,TRUE,9,TRUE,0,8,FALSE
USR11374,control,5-20,FALSE,,FALSE,0,0,FALSE
USR15574,treatment,5-20,FALSE,,FALSE,0,0,FALSE
USR12044,control,5-20,FALSE,,FALSE,0,0,FALSE
USR15334,treatment,5-20,TRUE,41,FALSE,5,7,FALSE
USR14677,treatment,5-20,FALSE,,FALSE,0,0,FALSE
USR15697,treatment,5-20,TRUE,25,TRUE,5,1,FALSE
USR14326,treatment,5-20,TRUE,14,FALSE,5,7,TRUE
USR13060,control,21-99,FALSE,,FALSE,0,0,FALSE
USR10059,control,5-20,FALSE,,FALSE,0,0,FALSE
USR12423,control,21-99,FALSE,,FALSE,0,0,FALSE
USR13771,control,100+,FALSE,,FALSE,0,0,FALSE
USR13929,control,100+,TRUE,22,FALSE,5,4,FALSE
USR10449,control,5-20,FALSE,,FALSE,0,0,FALSE
USR13198,control,21-99,FALSE,,FALSE,0,0,FALSE
USR16748,treatment,21-99,TRUE,8,TRUE,5,8,FALSE
USR14135,treatment,5-20,TRUE,29,FALSE,4,7,TRUE
USR12414,control,21-99,TRUE,19,FALSE,2,1,FALSE
USR16474,treatment,21-99,FALSE,,FALSE,0,0,FALSE
USR11160,control,5-20,TRUE,9,FALSE,0,2,FALSE
USR15000,treatment,5-20,FALSE,,FALSE,0,0,FALSE
USR15103,treatment,5-20,FALSE,,FALSE,0,0,FALSE
USR17885,treatment,100+,FALSE,,FALSE,0,0,FALSE
USR13235,control,21-99,FALSE,,FALSE,0,0,FALSE
USR13876,control,100+,TRUE,33,FALSE,2,4,FALSE
USR12952,control,21-99,TRUE,44,TRUE,3,3,FALSE
USR10310,control,5-20,TRUE,25,FALSE,0,3,FALSE
USR17609,treatment,100+,FALSE,,FALSE,0,0,FALSE
USR12136,control,5-20,FALSE,,FALSE,0,0,FALSE
USR10658,control,5-20,FALSE,,FALSE,0,0,FALSE
USR15266,treatment,5-20,TRUE,38,FALSE,4,8,FALSE
USR12910,control,21-99,FALSE,,FALSE,0,0,FALSE
USR17097,treatment,21-99,FALSE,,FALSE,0,0,FALSE
USR15889,treatment,5-20,FALSE,,FALSE,0,0,FALSE
USR17380,treatment,21-99,FALSE,,FALSE,0,0,FALSE
USR14630,treatment,5-20,TRUE,44,TRUE,2,6,FALSE
USR13352,control,21-99,FALSE,,FALSE,0,0,FALSE
USR11848,control,5-20,FALSE,,FALSE,0,0,FALSE
USR15857,treatment,5-20,TRUE,15,FALSE,3,8,TRUE
USR13754,control,100+,TRUE,30,FALSE,3,2,FALSE
USR10148,control,5-20,FALSE,,FALSE,0,0,FALSE
USR12571,control,21-99,FALSE,,FALSE,0,0,FALSE
USR14097,treatment,5-20,TRUE,16,FALSE,5,9,FALSE
USR11021,control,5-20,FALSE,,FALSE,0,0,FALSE
USR14817,treatment,5-20,TRUE,22,FALSE,4,5,TRUE
USR15496,treatment,5-20,TRUE,13,FALSE,3,6,FALSE
USR15215,treatment,5-20,FALSE,,FALSE,0,0,FALSE
USR17540,treatment,21-99,TRUE,8,FALSE,5,6,TRUE
USR16286,treatment,5-20,TRUE,20,TRUE,4,6,TRUE
USR16849,treatment,21-99,FALSE,,FALSE,0,0,FALSE
USR17208,treatment,21-99,FALSE,,FALSE,0,0,FALSE
USR15898,treatment,5-20,TRUE,6,FALSE,4,6,TRUE
USR17390,treatment,21-99,FALSE,,FALSE,0,0,FALSE
USR13167,control,21-99,FALSE,,FALSE,0,0,FALSE
USR16891,treatment,21-99,TRUE,31,FALSE,7,8,FALSE
USR13297,control,21-99,TRUE,29,FALSE,2,2,FALSE
USR11861,control,5-20,TRUE,45,FALSE,2,3,FALSE
USR16485,treatment,21-99,FALSE,,FALSE,0,0,FALSE
USR12600,control,21-99,TRUE,35,FALSE,2,3,FALSE
USR16061,treatment,5-20,FALSE,,FALSE,0,0,FALSE
USR14542,treatment,5-20,TRUE,12,FALSE,4,6,FALSE
USR15917,treatment,5-20,TRUE,44,FALSE,4,1,FALSE
USR14073,treatment,5-20,TRUE,36,FALSE,6,9,FALSE
USR15554,treatment,5-20,FALSE,,FALSE,0,0,FALSE
USR12201,control,5-20,FALSE,,FALSE,0,0,FALSE
USR14264,treatment,5-20,FALSE,,FALSE,0,0,FALSE
USR11637,control,5-20,TRUE,30,TRUE,1,2,FALSE
USR17684,treatment,100+,FALSE,,FALSE,0,0,FALSE
USR12232,control,5-20,FALSE,,FALSE,0,0,FALSE
USR12963,control,21-99,FALSE,,FALSE,0,0,FALSE
USR17872,treatment,100+,FALSE,,FALSE,0,0,FALSE
USR13824,control,100+,FALSE,,FALSE,0,0,FALSE
USR10334,control,5-20,TRUE,24,FALSE,2,2,FALSE
USR15233,treatment,5-20,TRUE,8,FALSE,5,5,TRUE
USR16527,treatment,21-99,FALSE,,FALSE,0,0,FALSE
USR12973,control,21-99,TRUE,23,FALSE,0,0,FALSE
USR15462,treatment,5-20,TRUE,37,FALSE,5,5,FALSE
USR17032,treatment,21-99,FALSE,,FALSE,0,0,FALSE
USR10151,control,5-20,TRUE,40,FALSE,0,3,FALSE
USR11323,control,5-20,FALSE,,FALSE,0,0,FALSE
USR16679,treatment,21-99,TRUE,12,FALSE,5,6,FALSE
USR17512,treatment,21-99,FALSE,,FALSE,0,0,FALSE
USR10079,control,5-20,FALSE,,FALSE,0,0,FALSE
USR17263,treatment,21-99,FALSE,,FALSE,0,0,FALSE
USR14934,treatment,5-20,FALSE,,FALSE,0,0,FALSE
USR14345,treatment,5-20,TRUE,20,FALSE,4,8,FALSE
USR10792,control,5-20,FALSE,,FALSE,0,0,FALSE
USR13831,control,100+,FALSE,,FALSE,0,0,FALSE
USR14479,treatment,5-20,TRUE,33,TRUE,7,6,FALSE
USR14944,treatment,5-20,FALSE,,FALSE,0,0,FALSE
USR16223,treatment,5-20,TRUE,37,FALSE,3,9,FALSE
USR10655,control,5-20,TRUE,30,FALSE,3,4,FALSE
USR17296,treatment,21-99,FALSE,,FALSE,0,0,FALSE
USR16580,treatment,21-99,TRUE,16,FALSE,5,7,TRUE
USR12503,control,21-99,FALSE,,FALSE,0,0,FALSE
USR13200,control,21-99,TRUE,38,TRUE,2,3,TRUE
USR14551,treatment,5-20,TRUE,43,FALSE,6,2,FALSE
USR11146,control,5-20,FALSE,,FALSE,0,0,FALSE
USR14726,treatment,5-20,TRUE,20,TRUE,4,8,FALSE
USR14079,treatment,5-20,TRUE,23,TRUE,6,5,FALSE
USR16166,treatment,5-20,FALSE,,FALSE,0,0,FALSE
USR17858,treatment,100+,FALSE,,FALSE,0,0,FALSE
USR11934,control,5-20,TRUE,18,FALSE,2,1,FALSE
USR17908,treatment,100+,TRUE,19,TRUE,7,5,TRUE
USR15044,treatment,5-20,FALSE,,FALSE,0,0,FALSE
USR16592,treatment,21-99,TRUE,36,FALSE,7,2,FALSE
USR10744,control,5-20,FALSE,,FALSE,0,0,FALSE
USR12434,control,21-99,FALSE,,FALSE,0,0,FALSE
USR13309,control,21-99,TRUE,35,TRUE,4,2,FALSE
USR17388,treatment,21-99,TRUE,30,TRUE,0,8,TRUE
USR17120,treatment,21-99,FALSE,,FALSE,0,0,FALSE
USR13595,control,21-99,FALSE,,FALSE,0,0,FALSE
USR11881,control,5-20,FALSE,,FALSE,0,0,FALSE
USR15923,treatment,5-20,TRUE,7,FALSE,6,2,FALSE
USR17180,treatment,21-99,TRUE,26,FALSE,5,8,FALSE
USR11368,control,5-20,FALSE,,FALSE,0,0,FALSE
USR15718,treatment,5-20,TRUE,17,FALSE,4,6,FALSE
USR11852,control,5-20,FALSE,,FALSE,0,0,FALSE
USR15230,treatment,5-20,FALSE,,FALSE,0,0,FALSE
USR10782,control,5-20,FALSE,,FALSE,0,0,FALSE
USR16405,treatment,21-99,TRUE,26,TRUE,2,3,FALSE
USR10360,control,5-20,FALSE,,FALSE,0,0,FALSE
USR11220,control,5-20,TRUE,15,FALSE,4,4,FALSE
USR14711,treatment,5-20,FALSE,,FALSE,0,0,FALSE
USR11129,control,5-20,FALSE,,FALSE,0,0,FALSE
USR17229,treatment,21-99,TRUE,10,FALSE,1,8,FALSE
USR16722,treatment,21-99,TRUE,15,FALSE,2,8,TRUE
USR11347,control,5-20,TRUE,15,FALSE,0,0,FALSE
USR12663,control,21-99,TRUE,28,FALSE,2,2,FALSE
USR13196,control,21-99,TRUE,24,FALSE,1,2,FALSE
USR15354,treatment,5-20,TRUE,41,FALSE,0,5,FALSE
USR15746,treatment,5-20,FALSE,,FALSE,0,0,FALSE
USR15366,treatment,5-20,TRUE,17,FALSE,0,5,TRUE
USR11123,control,5-20,FALSE,,FALSE,0,0,FALSE
USR14757,treatment,5-20,TRUE,21,TRUE,6,7,TRUE
USR10924,control,5-20,TRUE,33,FALSE,2,2,FALSE
USR10542,control,5-20,FALSE,,FALSE,0,0,FALSE
USR16727,treatment,21-99,TRUE,19,TRUE,7,7,FALSE
USR17108,treatment,21-99,FALSE,,FALSE,0,0,FALSE
USR16696,treatment,21-99,TRUE,17,TRUE,6,5,FALSE
USR15861,treatment,5-20,TRUE,22,FALSE,4,5,FALSE
USR16783,treatment,21-99,FALSE,,FALSE,0,0,FALSE
USR16769,treatment,21-99,FALSE,,FALSE,0,0,FALSE
USR16233,treatment,5-20,TRUE,25,FALSE,2,10,TRUE
USR14539,treatment,5-20,TRUE,44,FALSE,5,6,TRUE
USR11426,control,5-20,TRUE,39,FALSE,0,3,FALSE
USR15941,treatment,5-20,FALSE,,FALSE,0,0,FALSE
USR11023,control,5-20,TRUE,34,FALSE,2,4,FALSE
USR15774,treatment,5-20,TRUE,34,FALSE,5,7,TRUE
USR14245,treatment,5-20,TRUE,11,FALSE,0,5,FALSE
USR17078,treatment,21-99,TRUE,5,TRUE,6,9,TRUE
USR12088,control,5-20,FALSE,,FALSE,0,0,FALSE
USR15080,treatment,5-20,FALSE,,FALSE,0,0,FALSE
USR14917,treatment,5-20,FALSE,,FALSE,0,0,FALSE
USR14822,treatment,5-20,FALSE,,FALSE,0,0,FALSE
USR15126,treatment,5-20,TRUE,41,FALSE,5,6,TRUE
USR17948,treatment,100+,TRUE,12,FALSE,4,8,FALSE
USR14810,treatment,5-20,TRUE,43,FALSE,1,6,FALSE
USR16821,treatment,21-99,TRUE,13,FALSE,6,3,FALSE
USR12508,control,21-99,TRUE,18,FALSE,3,3,FALSE
USR11541,control,5-20,FALSE,,FALSE,0,0,FALSE
USR14671,treatment,5-20,TRUE,38,FALSE,0,3,FALSE
USR17640,treatment,100+,TRUE,29,FALSE,6,9,FALSE
USR12297,control,5-20,FALSE,,FALSE,0,0,FALSE
USR12701,control,21-99,TRUE,29,FALSE,2,3,FALSE
USR13975,control,100+,FALSE,,FALSE,0,0,FALSE
USR12888,control,21-99,TRUE,12,FALSE,1,3,FALSE
USR11495,control,5-20,TRUE,40,FALSE,0,4,FALSE
USR15652,treatment,5-20,TRUE,16,FALSE,3,5,FALSE
USR12522,control,21-99,FALSE,,FALSE,0,0,FALSE
USR12300,control,5-20,TRUE,24,FALSE,4,1,FALSE
USR13281,control,21-99,TRUE,40,FALSE,3,3,FALSE
USR14272,treatment,5-20,FALSE,,FALSE,0,0,FALSE
USR11809,control,5-20,FALSE,,FALSE,0,0,FALSE
USR10803,control,5-20,TRUE,21,FALSE,2,1,FALSE
USR13357,control,21-99,FALSE,,FALSE,0,0,FALSE
USR10883,control,5-20,FALSE,,FALSE,0,0,FALSE
USR15961,treatment,5-20,TRUE,5,FALSE,3,1,TRUE
USR14903,treatment,5-20,TRUE,17,FALSE,6,11,FALSE
USR14455,treatment,5-20,TRUE,7,FALSE,1,6,FALSE
USR10713,control,5-20,TRUE,12,FALSE,2,3,FALSE
USR13794,control,100+,TRUE,40,FALSE,3,3,FALSE
USR14728,treatment,5-20,FALSE,,FALSE,0,0,FALSE
USR14291,treatment,5-20,FALSE,,FALSE,0,0,FALSE
USR15158,treatment,5-20,TRUE,43,FALSE,7,7,TRUE
USR17199,treatment,21-99,TRUE,45,TRUE,4,7,TRUE
USR10874,control,5-20,TRUE,11,FALSE,2,3,FALSE
USR17517,treatment,21-99,FALSE,,FALSE,0,0,FALSE
USR17361,treatment,21-99,FALSE,,FALSE,0,0,FALSE
USR10003,control,5-20,TRUE,32,FALSE,6,1,FALSE
USR12962,control,21-99,TRUE,19,TRUE,0,3,FALSE
USR13264,control,21-99,TRUE,17,FALSE,4,3,FALSE
USR11889,control,5-20,FALSE,,FALSE,0,0,FALSE
